Index,V1,V2,V3,V4
1517,339717,240123,88338,8323345
1518,338436,239897,87982,139654
1519,337407,239764,88351,139730
1520,336553,239724,88266,140101
1521,335831,239853,88346,139778
1522,334994,239902,88504,139796
1523,334009,239932,88670,139747
1524,333088,239921,88500,139802
1525,332147,239897,88451,139728
1526,331012,239871,88560,139789
1527,329915,239975,88430,139715
1528,328716,239885,88462,139716
1529,327403,239909,88399,139535
1530,326288,239861,88314,139510
1531,325144,239878,88429,139780
1532,324149,240101,88587,140021
1533,323656,240243,88521,139872
1534,323135,240252,88461,139774
1535,-128561,240034,88247,139794
1536,320959,239920,88376,139786
1537,320004,240071,88480,139580
1538,318900,240015,88393,139653
1539,318017,239754,88706,139812
1540,316621,239654,88431,139921
1541,315725,239874,88270,261128
1542,314732,240007,88360,139740
1543,313879,239819,88322,139631
1544,313056,239680,88361,139688
1545,312487,239709,88567,139735
1546,312098,239957,88572,139827
1547,311691,240033,88444,139928
1548,310978,240131,88536,140001
1549,310282,240636,88568,139977
1550,309693,240117,88512,139720
1551,308855,240170,88567,139725
1552,307970,240199,88389,139762
1553,306873,240008,88390,139908
1554,306096,239882,88374,140036
1555,305114,240025,88439,139734
1556,304239,240071,88581,139454
1557,1040532,239878,88804,139623
1558,303132,239881,88584,139548
1559,302347,240100,88403,139490
1560,301995,240056,88510,139858
1561,301591,240074,88479,140011
1562,300853,240194,88410,140030
1563,300026,239986,88671,139952
1564,299035,240060,88747,139991
1565,298108,240089,88361,147424
1566,297393,239915,88295,139313
1567,296587,239985,88450,139535
1568,295839,240036,88631,139771
1569,295173,239867,88562,139683
1570,294816,239989,88518,139826
1571,294295,239941,88427,139965
1572,293896,241632,88688,139689
1573,293669,240005,88879,139791
1574,293154,239911,88976,139716
1575,292172,240285,88518,139573
1576,291295,240263,88488,139561
1577,290529,240161,88581,139555
1578,289840,240021,88554,139567
1579,327428,239907,88546,139570
1580,288236,239847,88432,139760
1581,287563,239856,88413,139844
1582,287256,239839,88567,139677
1583,287009,239991,88721,139467
1584,286630,239851,88792,139573
1585,286233,239954,88709,139733
1586,286048,239960,88801,139978
1587,285558,240085,88916,140138
1588,285110,240281,88936,140021
1589,284594,240127,88829,140030
1590,283869,240295,88543,139535
1591,283233,240370,88418,139501
1592,282832,240174,88358,139793
1593,282449,239921,88401,139943
1594,282281,239793,88356,139678
1595,282227,261891,88585,139537
1596,282332,240303,88782,139692
1597,282283,240157,88672,139587
1598,282396,239913,88820,139693
1599,282368,240002,88831,139809
1600,282061,240102,88811,139886
1601,282608,240263,88683,139683
1602,281735,240096,88768,139588
1603,281230,239969,88662,139504
1604,281086,240035,88740,139317
1605,281220,240024,88705,139244
1606,281229,239771,88588,139579
1607,281271,239776,88576,139731
1608,281403,240029,88747,139728
1609,281754,240380,88927,139885
1610,281870,240044,88813,139798
1611,281779,239955,88547,139697
1612,282119,240171,88695,139756
1613,282041,240044,88706,139727
1614,281822,239820,88702,4178056
1615,281813,239901,88748,139447
1616,281478,240055,88747,139518
1617,281458,240151,88598,139570
1618,281575,520250,88637,139753
1619,281717,240109,88482,139537
1620,282037,240133,88635,139790
1621,282434,240052,88687,139991
1622,282489,240099,88665,139623
1623,283134,239915,88816,139625
1624,282682,240098,88760,139453
1625,282646,240441,88805,139639
1626,282287,240044,88706,139680
1627,281964,240061,88490,139686
1628,281880,239972,88572,139791
1629,282080,240061,88878,139447
1630,282075,240121,88878,139455
1631,282089,240073,88887,139491
1632,282387,240206,88789,139526
1633,282646,240443,88682,139422
1634,282565,240307,88626,139554
1635,282534,240284,88571,139603
1636,282519,240252,88757,139548
1637,282468,240399,88555,139553
1638,282368,240346,88571,261124
1639,282182,240172,88727,139478
1640,282253,240095,88606,139563
1641,282149,-129198,88632,139563
1642,282085,240075,88728,139560
1643,282328,240337,88655,139619
1644,282290,240187,88601,139737
1645,282463,239939,88623,139679
1646,282199,240003,88628,139765
1647,282562,240055,88684,139817
1648,282473,240105,88762,139724
1649,282413,240144,88709,139795
1650,282302,240078,88768,139949
1651,282233,240009,88826,139573
1652,282073,240008,88887,139595
1653,281936,239976,88730,139590
1654,281802,240294,88722,139210
1655,281796,240170,88697,139462
1656,282085,239980,88535,139595
1657,282453,240065,88680,139677
1658,282539,240191,88717,139691
1659,282499,240270,88824,139712
1660,282507,240199,88926,139709
1661,282653,239924,88943,139600
1662,282602,239890,88656,143328
1663,282404,241632,88419,139633
1664,282328,240379,88490,139551
1665,282139,240156,88667,139369
1666,281736,239862,88646,139400
1667,281679,239790,88585,139649
1668,4178195,239846,88559,139529
1669,282329,240094,88636,139535
1670,282528,239973,88553,139613
1671,282698,240112,88493,139850
1672,282602,240296,88664,139751
1673,282590,240384,88927,139631
1674,282575,240104,88659,139732
1675,282331,240087,88662,139439
1676,281990,239999,88637,139732
1677,281973,240062,88658,139809
1678,282089,240350,88662,139673
1679,281842,239934,88614,139729
1680,281709,239663,88447,139563
1681,282069,239905,88442,139671
1682,282448,240016,88832,139807
1683,282462,240063,88889,139761
1684,282589,240027,88586,139708
1685,282631,240062,88575,139767
1686,282641,262017,88688,139774
1687,282353,240205,88903,139815
1688,282344,240099,88895,139811
1689,282329,239889,88698,139608
1690,522274,240239,88458,139722
1691,281686,240146,88667,139791
1692,281845,240041,88747,139705
1693,282350,239927,88632,139856
1694,282280,240144,88688,139755
1695,282223,240216,88773,139618
1696,282520,240312,88894,139853
1697,282637,240149,88718,139887
1698,282768,240095,88515,139671
1699,282417,240339,88441,139583
1700,282348,240186,88650,139418
1701,282413,240102,88648,139318
1702,282588,240180,88955,139430
1703,283309,241118,89534,139294
1704,282291,240610,88615,139740
1705,281690,239739,88620,140002
1706,282024,240225,88533,140093
1707,282325,240046,88691,139926
1708,282676,240267,88777,139667
1709,282639,261134,88815,139702
1710,282583,240187,88734,139727
1711,282499,240146,88446,2080836
1712,294849,240103,88402,139878
1713,281988,239959,88726,139644
1714,281799,239819,88572,139525
1715,281652,239887,88598,139626
1716,281770,240002,88810,139589
1717,279228,240017,86993,139229
1718,268968,237314,84023,136891
1719,281124,238931,91185,141112
1720,284118,240296,89746,140647
1721,282527,239877,88841,139625
1722,282541,240037,88491,139704
1723,282302,239759,88322,139360
1724,279799,239151,87130,138679
1725,280142,238987,89083,138464
1726,283131,240633,89508,139818
1727,281971,240221,88330,139701
1728,282416,240067,89126,139444
1729,282870,240474,89327,140172
1730,282953,241175,89088,141619
1731,283009,241007,88340,139321
1732,282390,4178154,88408,140275
1733,282035,239461,88170,139287
1734,282620,240134,88498,139335
1735,282546,239985,88419,1040418
1736,282423,240030,88638,139846
1737,282251,239692,88807,139466
1738,282163,240137,88994,139696
1739,281766,239664,88784,139452
1740,281730,239786,88858,139542
1741,281941,239796,88783,139829
1742,282197,240156,88727,139768
1743,282535,240077,88709,139766
1744,282641,240052,88685,139653
1745,282163,240116,88657,139435
1746,282251,240203,88564,139135
1747,282429,239997,88632,139270
1748,282517,239862,88714,139370
1749,282358,239738,88685,139222
1750,282188,239595,88690,139587
1751,282120,239898,88701,139763
1752,281861,240063,88396,139828
1753,281805,240191,88526,139559
1754,281871,240127,88611,139520
1755,281797,239789,88725,139820
1756,282175,240038,88772,139692
1757,282571,240120,88758,139568
1758,282625,240171,88665,139669
1759,282433,240155,88712,143328
1760,282324,240214,88823,139624
1761,282341,240418,88881,139724
1762,282064,240436,88913,139794
1763,281842,240241,88744,139719
1764,281733,240276,88643,139546
1765,281814,240215,88689,139608
1766,281861,240057,88685,139744
1767,281965,240099,88767,139742
1768,282198,239971,88937,139569
1769,282527,239974,88715,139553
1770,282689,240104,88855,139629
1771,282807,240276,88855,139536
1772,282769,240381,88826,139688
1773,282328,240263,88760,139597
1774,282169,239964,88507,139391
1775,281961,239929,88607,139365
1776,281697,240067,88664,139236
1777,281652,240632,88744,139265
1778,281639,240367,88729,139383
1779,1044548,240333,88773,139496
1780,282157,240254,88772,139654
1781,282312,240191,88738,139653
1782,282347,240413,88761,139761
1783,282530,240454,88611,140031
1784,282571,240171,88441,139857
1785,282319,240108,88470,139908
1786,282244,240193,88758,139948
1787,281998,240121,88736,139971
1788,282125,240237,88861,139614
1789,281919,240099,88705,139580
1790,281759,240191,88838,139654
1791,281980,240078,88809,139602
1792,282346,240027,88744,139604
1793,282597,240244,88720,139712
1794,282955,240257,88745,139986
1795,282729,240369,88655,140219
1796,282533,240225,88625,140025
1797,282591,240071,88530,139777
1798,282611,240200,88380,139599
1799,282343,239991,88649,139556
1800,282168,245632,88585,139736
1801,294660,240245,88525,139794
1802,281724,240134,88657,139532
1803,282042,240253,88797,139625
1804,282194,239990,88737,139659
1805,282596,239885,88792,139705
1806,282800,240100,88720,139691
1807,282853,240272,88659,139735
1808,282973,240266,88441,1040418
1809,282606,240138,88384,139848
1810,281552,239626,86857,138811
1811,277453,234843,84874,135432
1812,286021,244401,93370,144426
1813,283695,241691,88929,138590
1814,281652,239883,88536,139689
1815,281146,239753,88586,139442
1816,282220,239903,90474,138722
1817,284368,241046,87656,137468
1818,279735,237591,87256,141334
1819,281454,240284,88979,140837
1820,282532,240570,89294,140127
1821,283328,240867,88665,139856
1822,282250,239754,88334,138606
1823,282608,260110,89357,140103
1824,281513,239425,88373,142584
1825,280873,239046,87444,137656
1826,281329,240200,88718,139867
1827,281715,240083,88626,140439
1828,282109,240207,88750,140252
1829,282546,239849,88738,139816
1830,283159,240106,88642,139744
1831,283307,240845,89178,139975
1832,282563,240773,88272,147328
1833,281182,238713,88063,139631
1834,283348,240980,89171,140009
1835,282195,239729,88310,138740
1836,281707,239747,88819,139309
1837,282028,239924,88594,139067
1838,281722,239677,88565,139053
1839,282291,240175,88377,139007
1840,282341,239701,88485,139102
1841,282091,239681,88207,138410
1842,281605,239326,88481,138828
1843,282119,240035,89397,139587
1844,282983,240911,89109,140096
1845,283391,240567,88731,140072
1846,282277,240129,88437,139698
1847,282164,240128,88503,139736
1848,282242,240266,88800,139979
1849,282002,240272,88762,139914
1850,282076,239951,88625,139870
1851,281371,239169,87939,139901
1852,282159,240539,89050,139380
1853,282597,240878,89048,140660
1854,281675,239964,87902,140123
1855,282084,239767,88992,139422
1856,283304,240618,89171,141308
1857,282450,239605,88315,139693
1858,282538,239865,88847,140047
1859,282472,240006,88628,139666
1860,282015,239841,88606,139496
1861,282051,240009,88830,139552
1862,282177,240042,88835,139655
1863,282010,239812,88676,139555
1864,282038,239945,88647,139590
1865,282021,240069,88628,139561
1866,282356,239947,88760,139716
1867,282719,240321,88895,139796
1868,-64432,240383,88570,139535
1869,282936,240431,88834,139441
1870,282678,240039,88854,139333
1871,282234,240170,88989,139186
1872,282091,240064,89057,139448
1873,282105,240043,88569,139515
1874,282093,240004,88495,139545
1875,281815,239963,88577,139716
1876,281779,239912,88567,139737
1877,281936,240028,88947,139824
1878,282043,240102,89105,139696
1879,282464,240251,88652,139700
1880,282741,240401,88672,139903
1881,282816,240271,88721,-64991
1882,282685,240395,88562,139423
1883,282296,240366,88595,139460
1884,282238,240220,88537,139427
1885,282218,239962,88681,139430
1886,282269,239812,88555,139338
1887,282004,239776,88496,139207
1888,281772,239968,88581,139444
1889,281793,240060,88812,139611
1890,2089097,240009,88656,139700
1891,282367,241648,88893,139830
1892,282479,240012,88897,139938
1893,282678,239923,88810,139755
1894,282786,240108,88416,139554
1895,282597,240163,88560,139692
1896,282440,240134,88797,139699
1897,282175,240111,88590,139653
1898,281962,239944,88548,139716
1899,281858,240087,88655,139685
1900,281980,240360,88593,139646
1901,281956,240146,88641,139624
1902,282051,240111,88716,139692
1903,282196,240122,88793,139847
1904,282370,240326,88663,139787
1905,282675,240115,88512,520209
1906,282786,240025,88553,139893
1907,282703,240018,88659,139831
1908,282427,240218,88795,139758
1909,282068,240121,88732,139520
1910,281923,239961,88596,139419
1911,281634,240033,88503,139460
1912,522274,240088,88345,139392
1913,281579,240353,88640,139513
1914,281902,262017,88652,139523
1915,282473,240407,88688,139717
1916,282435,240330,88896,139896
1917,282465,240319,88704,139611
1918,282646,240218,88663,139737
1919,282555,240174,88788,139848
1920,282529,240063,89073,139987
1921,282279,240074,88991,140000
1922,282099,240327,88616,139934
1923,281871,240275,88603,139720
1924,281975,240266,88765,139621
1925,281749,240313,88835,139648
1926,281707,240115,88658,139686
1927,281976,240129,88653,139696
1928,282232,240197,88792,139766
1929,282585,240192,89033,163713
1930,282663,240260,88873,139877
1931,282766,240220,88832,139741
1932,282662,240031,88910,139696
1933,282426,240127,88807,139709
1934,294660,240116,88427,139817
1935,282039,240065,88336,139490
1936,281857,240051,88429,139616
1937,281790,261134,88583,139570
1938,281958,239966,88580,139754
1939,282013,240071,88617,139601
1940,282475,240127,88851,139430
1941,282577,240064,88800,139721
1942,282484,240152,88975,139767
1943,282654,240154,88745,139692
1944,282774,240264,88785,139744
1945,282658,240181,88673,139432
1946,282398,239948,88597,139416
1947,282358,240054,88738,139848
1948,282003,240000,88857,139560
1949,281672,240073,88734,139634
1950,281709,240000,88681,139722
1951,281946,239989,88666,139878
1952,282101,239808,88893,139825
1953,282218,240063,88818,140284
1954,282271,240351,88558,139685
1955,282467,240311,88677,139585
1956,286704,240102,88689,139461
1957,282261,239992,88643,139722
1958,281935,240164,88648,139942
1959,282098,240239,88681,139632
1960,282062,4178154,88578,139505
1961,281810,240125,88565,139588
1962,281783,240137,88521,139751
1963,282125,240257,88591,139791
1964,282183,240052,88762,139660
1965,282361,240052,88775,139575
1966,282489,240143,88667,139701
1967,282537,239947,88881,139652
1968,282809,239771,88710,139674
1969,282726,239869,88687,139839
1970,282359,240132,88780,139653
1971,282127,240375,88850,139495
1972,281991,240210,88883,139586
1973,281949,239808,88672,139701
1974,281754,240028,88662,139525
1975,281540,240236,88677,139616
1976,281748,239976,88548,139567
1977,282218,240004,88776,139455
1978,282622,240106,88781,-130528
1979,282835,240103,88644,139521
1980,282710,240063,88712,139613
1981,282553,240078,88751,139521
1982,282329,240255,88675,139518
1983,282310,240169,88633,139526
1984,282073,240201,88508,139308
1985,281838,239989,88636,139283
1986,281855,240099,88604,139489
1987,281788,240341,88407,139445
1988,281840,240146,88596,139543
1989,282284,239998,88829,139674
1990,282629,240048,88736,139591
1991,282782,240157,88599,139585
1992,282687,240267,88725,139638
1993,282727,240357,88856,139780
1994,282712,240392,88706,139791
1995,282101,240333,88573,139906
1996,281892,240233,88490,139504
1997,282100,240152,88411,139481
1998,281856,240152,88526,139647
1999,281738,240033,88739,139554
2000,281919,239975,88677,139714
2001,282130,239982,88828,139774
2002,282253,240085,88804,3141666
2003,282305,240351,88752,139817
2004,282531,240170,88616,139746
2005,282731,240632,88898,139676
2006,282613,240033,88714,139671
2007,282356,239970,88659,139213
2008,282271,240077,88632,139531
2009,281907,240034,88639,139711
2010,281719,240234,88545,139362
2011,281684,240080,88502,139490
2012,281634,240024,88620,139794
2013,282052,240070,88721,139912
2014,282446,240018,88638,139849
2015,282315,239986,88658,139755
2016,282375,240356,88858,139728
2017,282881,240365,88817,139921
2018,282863,240071,88527,139861
2019,282509,240007,88614,139849
2020,282048,239956,88922,139778
2021,281970,240171,88812,139633
2022,281959,240036,88473,139944
2023,4178195,239774,88450,139824
2024,281542,240267,88726,139699
2025,281684,240307,88630,139683
2026,282122,240146,88736,163585
2027,282607,240327,88732,139964
2028,282586,245728,88651,139923
2029,282464,240362,88549,139464
2030,282256,240142,88324,139512
2031,282429,239820,88542,139730
2032,282401,240181,88577,139842
2033,282201,240246,88542,139748
2034,282098,239839,88799,139800
2035,281714,239835,88759,139653
2036,281591,240022,88398,139666
2037,281821,240176,88470,139607
2038,282045,240029,88636,139754
2039,282171,239993,88627,139916
2040,282405,240201,88589,139886
2041,282760,240290,88589,139774
2042,282953,239931,88798,139683
2043,282615,239893,88876,139651
2044,282336,240137,88706,139586
2045,520260,239771,88691,139725
2046,281880,239745,88729,139802
2047,281640,240025,88656,139608
2048,281680,240045,88552,139692
2049,281893,240219,88551,139751
2050,282249,239928,88628,143344
2051,282487,1044538,88611,139728
2052,282464,240203,88701,139966
2053,282469,240348,88702,139950
2054,282649,240202,88696,139899
2055,282482,240093,88524,139825
2056,282479,240225,88637,139942
2057,281950,240274,88700,139636
2058,281740,240276,88602,139610
2059,281598,240179,88586,139546
2060,281604,239976,88609,139646
2061,281688,239868,88727,139741
2062,281662,239999,88698,139822
2063,281948,240254,88657,139710
2064,282349,240342,88542,139711
2065,282606,240363,88584,139902
2066,282637,240157,88725,139805
2067,392712,240201,88986,139605
2068,282348,240288,88861,139433
2069,282140,240170,88625,139379
2070,282206,240068,88586,139446
2071,282178,239931,88742,139548
2072,281826,239997,88813,139626
2073,282015,239787,88675,139695
2074,282026,2089077,88627,140286
2075,282125,239993,88673,139820
2076,282415,240144,88792,139882
2077,282496,240238,88770,139704
2078,282695,239939,88522,139666
2079,282689,239831,88562,139752
2080,282407,239920,88529,139702
2081,282302,239985,88685,139718
2082,281994,240218,88837,139671
2083,281672,240336,88670,139648
2084,281593,239950,88654,139570
2085,281704,240173,89012,139556
2086,281854,240241,89095,139518
2087,282132,239925,88583,139646
2088,282419,240104,88439,139647
2089,294849,240220,88568,139628
2090,282568,240072,88753,139868
2091,282504,240109,88700,139883
2092,282508,240075,88535,139730
2093,282400,239863,88474,139672
2094,282335,240021,88366,139713
2095,282110,240052,88535,139634
2096,281752,239807,88621,139728
2097,281915,239865,88755,139853
2098,281815,239967,88527,139599
2099,281952,239966,88477,4161672
2100,282228,239993,88720,139673
2101,282430,240137,88796,139709
2102,282759,240195,88681,139623
2103,282407,240523,88721,139564
2104,282272,240497,88728,139496
2105,282512,240535,88842,139637
2106,282228,240231,88828,139720
2107,281932,240086,88506,139632
2108,281785,240067,88768,139537
2109,281638,239982,88608,139547
2110,281628,239884,88411,139499
2111,282608,239913,88477,139827
2112,282336,240117,88566,139604
2113,282324,240069,88901,139561
2114,282349,240196,89081,139818
2115,282486,240233,88921,139727
2116,282402,239979,88738,139761
2117,282425,240255,88547,139828
2118,282230,240161,88569,139626
2119,282167,240636,88654,139522
2120,281971,240230,88628,139568
2121,281629,240160,88786,139503
2122,282701,240703,89453,139459
2123,292844,242608,91331,522257
2124,292312,241838,89651,139277
2125,284176,240565,88843,139762
2126,282910,240405,88684,139538
2127,282993,240388,88795,139483
2128,283060,240489,89025,139697
2129,282743,240340,89021,139912
2130,282637,240496,88764,139859
2131,282542,240602,88785,139696
2132,282349,240630,88859,139677
2133,282110,240410,88840,139557
2134,281813,240491,88807,139579
2135,281904,240579,88787,139789
2136,282062,240413,88827,139895
2137,282140,240465,89004,139814
2138,282618,240552,88953,139767
2139,282776,240863,88989,139635
2140,282543,240803,88888,139569
2141,282254,240893,88643,139765
2142,282354,241632,88651,139709
2143,282194,240773,88550,139673
2144,281868,240551,88597,139576
2145,281719,240472,88661,139587
2146,281388,240852,88901,139431
2147,281543,241086,88763,196354
2148,281657,241355,88583,139985
2149,281990,241521,88739,139952
2150,282158,241543,88950,139815
2151,282528,241506,88896,139890
2152,282941,241673,88865,139693
2153,282777,241925,88809,139327
2154,282488,241869,88693,139444
2155,282303,241805,88608,139815
2156,281927,241991,88619,139829
2157,281655,242235,88577,139454
2158,281480,242089,88549,139532
2159,281425,242207,88598,139754
2160,281882,242212,88471,139726
2161,282228,242584,88441,139773
2162,282546,242852,88624,139804
2163,282760,242934,88704,139671
2164,282561,243315,88929,139636
2165,282285,261891,88659,139535
2166,282387,243622,88611,139557
2167,282247,243842,88509,139527
2168,281967,244093,88832,139756
2169,281731,244421,88863,139689
2170,281704,244725,88773,139507
2171,281699,245078,88670,143328
2172,281516,245334,88702,139538
2173,281791,245706,88769,139403
2174,282071,246234,88775,139556
2175,282202,246660,88890,139637
2176,282460,247124,88682,139617
2177,282655,247546,88535,139712
2178,4162087,247862,88843,139634
2179,282337,248263,88659,139334
2180,282174,248436,88657,139425
2181,281624,248899,88554,139567
2182,281649,249308,88516,139544
2183,281682,249495,88629,139439
2184,281697,249768,88540,139449
2185,281858,250008,88759,139549
2186,282345,250357,89016,139532
2187,282623,250986,88857,139530
2188,282392,260126,88778,139739
2189,282394,252062,88728,139675
2190,282341,252109,88709,139731
2191,282225,252232,88652,139725
2192,281983,252265,88728,139553
2193,281931,252260,88550,139392
2194,282019,252070,88551,139418
2195,281543,252163,88544,139519
2196,281487,252052,88509,139703
2197,281914,251995,88706,139637
2198,282023,252222,88699,139712
2199,282168,252310,88848,139814
2200,1044548,252309,88910,139739
2201,282423,252379,88784,139820
2202,282307,252408,88649,139751
2203,282201,252424,88719,139520
2204,281991,252438,88845,139645
2205,281766,252400,88899,139821
2206,281719,252348,88600,139861
2207,281774,252285,88570,139567
2208,281730,252495,88721,139450
2209,281773,252720,88558,139482
2210,281959,252655,88781,139675
2211,282086,4178167,88862,139787
2212,282266,253306,88678,140029
2213,282487,253364,88551,139925
2214,282648,253774,88796,139842
2215,282345,254079,88711,139618
2216,282149,254054,88726,139624
2217,281995,254071,88781,139713
2218,281791,254447,88810,139678
2219,281563,255021,88714,139711
2220,281430,255118,88671,4178056
2221,281543,255354,88647,139585
2222,392712,255745,88681,139292
2223,282327,256013,88715,139370
2224,282552,256349,88509,139398
2225,282524,256752,88584,139664
2226,282579,257002,88699,139758
2227,282725,257163,88439,139774
2228,282525,257513,88449,139782
2229,282014,257954,88514,139727
2230,281788,258404,88615,139671
2231,281556,258567,88749,139401
2232,281493,258851,88711,139326
2233,281633,259455,88627,139391
2234,281609,260141,88813,139264
2235,281805,260491,88863,139363
2236,282158,260908,88776,139563
2237,282417,260991,88664,139330
2238,282613,261396,88651,139311
2239,282685,261829,88800,139707
2240,282397,261988,88860,139724
2241,282090,262159,88885,139669
2242,281837,262516,88831,139469
2243,281831,262824,88571,139595
2244,286657,262995,88527,261124
2245,281844,263343,88663,139696
2246,281947,263442,88721,139792
2247,282034,263804,88719,139720
2248,282120,264428,88754,139714
2249,282341,264540,88872,139499
2250,282204,264630,88795,139386
2251,282058,264808,88684,139368
2252,282251,264762,88653,139618
2253,282270,264785,88554,139598
2254,281815,265062,88348,139687
2255,281709,265187,88631,139670
2256,281611,266236,88654,139772
2257,281756,265530,88338,139651
2258,281666,265735,88608,139698
2259,281878,266032,88597,139459
2260,282305,266164,88514,139621
2261,282448,266402,88517,139739
2262,282604,266680,88778,139857
2263,282646,266801,88798,139731
2264,282539,266823,88680,139488
2265,282478,267274,88333,139547
2266,282620,267694,88336,139499
2267,281860,267795,88625,139577
2268,281877,268149,88594,143328
2269,281655,268354,88638,139563
2270,281665,268526,88722,139623
2271,281963,268920,88887,139337
2272,281841,269505,88949,139427
2273,282136,269906,88650,139684
2274,282307,270046,88540,139524
2275,282417,270226,88504,139551
2276,282568,270784,88610,139543
2277,282188,271219,88503,139463
2278,282107,271646,88517,139498
2279,281779,278496,88718,139605
2280,281556,272627,88882,139550
2281,281444,272882,88664,139440
2282,281418,273511,88880,139377
2283,281599,273907,88908,139584
2284,281857,274201,88780,139700
2285,282445,274629,88659,139682
2286,282398,275042,88641,139619
2287,282309,275406,88875,139588
2288,282751,275885,88879,139505
2289,281914,276203,88718,139476
2290,281749,276588,88565,139421
2291,281561,277118,88463,139442
2292,281639,277647,88698,139775
2293,281609,277867,88819,139537
2294,281816,278283,88810,139556
2295,281639,278869,88949,139550
2296,281837,279259,88821,139400
2297,282146,279488,88607,139635
2298,282243,279968,88857,139778
2299,282189,280413,88896,139712
2300,282119,280961,88889,139532
2301,281959,281408,88814,139615
2302,282224,327428,88679,139570
2303,282092,282151,88630,139672
2304,281976,282680,88702,139662
2305,281815,283243,88955,139338
2306,281557,283457,88714,139496
2307,281705,283800,88502,139695
2308,281829,284303,88530,139745
2309,282028,284629,88843,139722
2310,282055,284767,88873,139730
2311,4178195,285309,88763,139562
2312,282230,285869,88754,139493
2313,282283,286234,88782,139558
2314,282276,286728,88938,139622
2315,282022,287189,88779,139358
2316,281804,287335,88793,139319
2317,281565,287638,88777,2089028
2318,281383,288049,88736,139302
2319,281382,288313,88528,139392
2320,281620,288665,88725,139485
2321,281943,288852,88613,139513
2322,282142,289154,88749,139537
2323,281969,289447,88802,139391
2324,282237,289846,88859,139444
2325,282535,522275,88769,139526
2326,282608,290715,88756,139622
2327,282382,291047,88886,139659
2328,282027,291452,89008,139406
2329,281902,291815,88660,139497
2330,281553,291915,88335,139622
2331,281564,292080,88278,139466
2332,281836,292395,88459,139538
2333,522274,292891,88777,139428
2334,281882,293290,88784,139528
2335,282178,293765,88901,139369
2336,282492,293961,88769,139449
2337,282335,294290,88781,139583
2338,282350,294957,88577,139499
2339,282257,295475,88615,139535
2340,282054,295569,88642,139484
2341,281966,295681,88718,261636
2342,281852,296176,88669,139662
2343,281597,296633,88843,139473
2344,281705,297184,88957,139464
2345,281746,297574,88938,139641
2346,281959,297958,88726,139374
2347,282264,298207,88855,139266
2348,282515,4162119,88982,139440
2349,282457,299440,88974,139556
2350,282517,300112,88772,139573
2351,282189,300421,88523,139574
2352,281981,300718,88497,139354
2353,281785,301404,88678,139586
2354,281522,301784,88662,139742
2355,327172,302125,88393,139539
2356,281801,302663,88434,139460
2357,281925,303172,88787,139353
2358,282030,303616,88973,139268
2359,282284,304136,88917,139475
2360,282496,304635,88744,139404
2361,282299,304914,88677,139319
2362,282344,305444,88595,139358
2363,282284,305688,88719,139204
2364,281729,306178,88742,138991
2365,281526,306830,88549,143328
2366,281665,307244,88689,139431
2367,281531,307581,88670,139357
2368,281397,308180,88552,139397
2369,281585,308532,88693,139413
2370,281730,308991,88795,139733
2371,281933,310270,88779,139706
2372,282237,310914,88696,139600
2373,282356,311076,88936,139397
2374,282271,311858,88877,139423
2375,282391,312762,88864,139478
2376,282288,313317,88721,139368
2377,286688,313764,88731,139336
2378,281658,314200,88747,139418
2379,281422,315045,88673,139400
2380,281346,315554,88766,139427
2381,281277,316063,88794,139453
2382,281518,316780,88666,139267
2383,281996,317430,88625,139309
2384,282248,318165,88500,139427
2385,282497,318924,88831,139400
2386,282487,319398,88778,139068
2387,282487,320227,88971,139213
2388,282377,321130,88924,139568
2389,281926,321611,88731,139647
2390,281463,322284,88910,139325
2391,281322,323050,88752,139253
2392,281123,323643,88486,139509
2393,281397,325616,88778,139552
2394,281721,325847,88988,139439
2395,281998,326890,88935,139427
2396,282122,327786,89082,139303
2397,282212,328557,89187,139284
2398,282119,329206,88858,139298
2399,282620,329937,88789,139453
2400,282183,330920,88723,139529
2401,281820,332110,88685,139347
2402,281421,332853,88871,139364
2403,281192,333740,88862,139496
2404,281211,334770,88732,139198
2405,281601,335714,88726,139167
2406,281825,336684,88685,139366
2407,282139,337433,88833,139603
2408,282218,338590,88887,139499
2409,282112,339516,88830,139511
2410,282306,340513,88953,139431
2411,282314,341402,88946,139261
2412,282227,342185,88923,139055
2413,282228,343018,88960,139231
2414,281985,344158,88819,1040418
2415,281793,344972,88835,139655
2416,281594,360322,88852,139224
2417,281397,348056,88764,139030
2418,281207,349258,88607,139232
2419,281404,350644,88758,139362
2420,281733,351966,89129,139421
2421,282111,353080,88923,139331
2422,282187,354417,88762,139280
2423,282397,355397,88869,139216
2424,282417,356606,88997,139218
2425,282012,357988,88981,139297
2426,281889,358911,88927,139242
2427,281570,359863,88887,139257
2428,281465,360683,88851,139458
2429,281397,361980,88688,139520
2430,281601,363182,88743,139461
2431,281720,364191,88975,139377
2432,281687,365497,88935,139318
2433,281842,366659,88913,139110
2434,282257,367818,88866,139246
2435,282368,368901,88854,139233
2436,282452,369888,88957,139318
2437,282192,371026,88917,139345
2438,281801,372199,88991,196354
2439,281496,523286,88937,139174
2440,281549,375689,88819,139109
2441,281669,376874,88676,139064
2442,281408,378195,88705,139066
2443,281359,379325,88966,139219
2444,2081043,380270,88913,139312
2445,282188,381500,88734,139380
2446,282148,382866,88822,139402
